State,Unemployment_Num,Unemployment_Den,Unemployment_Perc,Uninsured_Num,Uninsured_Den,Uninsured_Perc,Uninsured_Adults_Num,Uninsured_Adults_Den,Uninsured_Adults_Perc,Uninsured_Children_Num,Uninsured_Children_Den,Uninsured_Children_Perc,Diabetes_Prevalence_Num,Diabetes_Prevalence_Den,Diabetes_Prevalence_Perc,HIV_Prevalence_Num,HIV_Prevalence_Den,HIV_Prevalence_Perc,Adult_Obesity_Num,Adult_Obesity_Den,Adult_Obesity_Perc,Violent_Crimes_Num,Violent_Crimes_Den,Violent_Crimes_Perc,Injury_Deaths_Num,Injury_Deaths_Den,Injury_Deaths_Perc,Homicides_Num,Homicides_Den,Homicides_Perc,Firearms_Fatality_Num,Firearms_Fatality_Den,Firearms_Fatalities_Perc,Drugs_Overdose_Death_Num,Drugs_Overdose_Death_Den,Drugs_Overdose_Deaths_Perc,Premature_Deaths_Num,Premature_Deaths_Den,Premature_Deaths_Perc,Low_Birth_Weight_Num,Low_Birth_Weight_Den,Low_Birth_Weight_Perc
MO,229186.0,6101450.0,0.03756254660777356,1052700.0,9940930.0,0.1058955248653798,928738.0,7230876.0,0.1284405928133742,138000.0,2849000.0,0.048438048438048435,1070156.0,9061661.369518002,0.11809710784380398,23587.0,9979468.0,0.0023635528467048543,2913804.0,9060456.235846002,0.32159572588321533,58245.5,12039584.5,0.004837833066415207,50490.0,60795928.0,0.0008304832521020158,6561.0,76221665.0,8.607788874724791e-05,10548.0,59203549.0,0.0001781649948046189,7383.0,34210426.0,0.00021581140205620357,167044.0,34064990.0,0.004903685572783083,86114.0,1048004.0,0.08216953370406983
MS,129918.0,2560162.0,0.050746007479214206,685336.0,4902320.0,0.13979829958060674,622720.0,3490670.0,0.1783955515703289,69708.0,1485608.0,0.04692220289605333,614090.0,4361153.053831,0.14080909163702943,18213.0,4934276.0,0.0036911190213113334,1592180.0,4359833.957851,0.3651928067427594,13078.0,4660095.5,0.002806380255511931,25403.0,29894128.0,0.0008497655459292875,4353.0,39543976.0,0.00011007997779484794,5664.0,29342272.0,0.00019303208694950412,1892.0,14900453.0,0.00012697600536037395,100514.0,16818457.0,0.005976410321113287,62218.0,538942.0,0.11544470462498747
MT,42354.0,1050914.0,0.040302060872726024,168462.0,1676564.0,0.10048050655984501,146852.0,1230948.0,0.11929992168637506,23834.0,467794.0,0.05094977703861101,129248.0,1559814.0723302998,0.0828611578089616,1072.0,1548901.0,0.0006921036270232894,395384.0,1559647.9119449002,0.2535084982782757,6698.5,2057757.5,0.0032552426610035438,9500.0,10268925.0,0.0009251211787017628,406.0,12190604.0,3.3304338324827875e-05,1836.0,9503764.0,0.00019318661532420208,657.0,5321926.0,0.00012345154742850615,26271.0,5777149.0,0.004547398725565153,12712.0,170240.0,0.07467105263157894
NC,449736.0,9883404.0,0.04550416030752158,2046214.0,16710914.0,0.1224477607867529,1845248.0,12191550.0,0.1513546677821934,221154.0,4752296.0,0.046536242691953535,1642714.0,14951782.774277002,0.10986743352278498,57548.0,16782406.0,0.003429067322051439,4510980.0,14959889.078210996,0.3015383320301632,66605.0,19379951.5,0.003436799106540592,71790.0,100510066.0,0.0007142568188145454,8243.0,135214063.0,6.0962593809491545e-05,13081.0,100195524.0,0.00013055473416157792,11775.0,60240628.0,0.00019546608976254363,263022.0,57149990.0,0.004602310516589767,151944.0,1682800.0,0.09029236985975754
ND,21582.0,828810.0,0.0260397437289608,95366.0,1259192.0,0.07573586871581141,71084.0,912386.0,0.07791000738722427,26258.0,362706.0,0.07239472189597085,95080.0,1119179.0107786001,0.08495513147075008,623.0,1090345.0,0.000571378783779446,360110.0,1118576.397589,0.32193599004608686,3600.5,1494265.5,0.002409545023959932,5093.0,7368305.0,0.0006912037436018188,160.0,7386676.0,2.166062245047705e-05,819.0,6584867.0,0.00012437608838568797,328.0,3486664.0,9.407272969233629e-05,15059.0,4221442.0,0.003567264456079226,9563.0,148151.0,0.06454900743160694
NE,59144.0,2014042.0,0.029365822559807592,307868.0,3158378.0,0.09747661616184003,262280.0,2228864.0,0.11767429506690404,49718.0,973326.0,0.05108052183954811,245982.0,2739367.6200623997,0.08979517688626136,2703.0,2628125.0,0.0010284898929845423,855666.0,2740305.4095309,0.3122520566590705,10492.5,3711035.0,0.0028273783459331426,10937.0,18816595.0,0.0005812422491954575,789.0,20293465.0,3.887951121210695e-05,1462.0,16562458.0,8.827192195747756e-05,650.0,8856678.0,7.339094861527088e-05,38943.0,10653623.0,0.0036553762039448928,25090.0,365668.0,0.06861415272870473
NH,39886.0,1493102.0,0.02671351320941235,156042.0,2152574.0,0.07249088765357195,142234.0,1639148.0,0.0867731284789415,15250.0,542368.0,0.028117440556965013,191912.0,2061673.9082699998,0.09308552590697429,2446.0,2296987.0,0.0010648732448202798,576096.0,2059518.0061400002,0.2797237015080696,5148.5,2598308.5,0.0019814814137736145,10684.0,13316940.0,0.0008022864111424997,233.0,16280639.0,1.431147757775355e-05,1228.0,13316940.0,9.221337634621768e-05,2740.0,8016396.0,0.00034179948196171945,30638.0,7466584.0,0.004103349001363944,11964.0,173160.0,0.06909216909216909
NJ,418254.0,9037674.0,0.04627894301122169,1362694.0,14888676.0,0.09152553255910734,1228340.0,10956940.0,0.11210611721885855,149414.0,4143050.0,0.03606376944521548,1223088.0,13429893.370449997,0.09107205591752347,69622.0,15044831.0,0.0046276358970067525,3521498.0,13436006.450319998,0.2620940986461145,45019.0,17882644.0,0.002517468893302355,47322.0,89491280.0,0.000528788950163636,5416.0,123980142.0,4.3684415202557195e-05,4824.0,89491280.0,5.39046932840831e-05,12390.0,53816252.0,0.00023022785012973405,177876.0,50211570.0,0.0035425301379741763,117960.0,1445344.0,0.08161378882812673
NM,114378.0,1859144.0,0.06152186167397469,379930.0,3403182.0,0.11163963608176113,327652.0,2433018.0,0.13466895847050864,58204.0,1021778.0,0.05696344998620052,268386.0,3052700.484160899,0.08791756721386039,6362.0,3409175.0,0.0018661406351976652,784700.0,3060454.2338142986,0.2563998478820624,26293.5,4127717.0,0.006369986120657012,21105.0,20846675.0,0.0010123916643781322,2052.0,28129570.0,7.294814673669026e-05,3628.0,20641005.0,0.0001757666353939646,2949.0,12271059.0,0.00024032155659914928,54436.0,11674312.0,0.004662887200547664,32196.0,361052.0,0.08917275073950566
NV,147164.0,2925904.0,0.050296933870694324,647054.0,4921986.0,0.13146197490200093,556012.0,3587672.0,0.1549784930171989,100266.0,1400818.0,0.07157675015598029,433302.0,4314892.6118936995,0.10042011214963574,17680.0,4772042.0,0.003704912907304672,1139052.0,4294804.613616601,0.26521625602912324,37860.0,5779067.5,0.006551229934587198,21431.0,28906366.0,0.000741393781563549,2359.0,39319286.0,5.99960029793013e-05,4524.0,28771488.0,0.0001572389999432772,3885.0,17492007.0,0.00022210144324776455,74740.0,16657640.0,0.004486830067164376,41766.0,498412.0,0.08379814290185629
NY,910948.0,19409400.0,0.046933341576761774,2303990.0,32598930.0,0.0706768596392581,2104572.0,24381358.0,0.08631889987423998,222616.0,8656504.0,0.025716617239476814,2956460.0,30054408.374777008,0.09837026113218027,253339.0,33456937.0,0.007572091850488286,7725358.0,30051237.501412004,0.25707287427471204,150057.5,39454908.0,0.0038032657432631703,93414.0,197575666.0,0.0004728011393872766,9320.0,263464277.0,3.5374814779917964e-05,8493.0,197178448.0,4.307265873195229e-05,20604.0,118494956.0,0.00017388081902828,379138.0,110778996.0,0.0034224718916932594,263646.0,3314066.0,0.07955363592638168
OH,577706.0,11560064.0,0.04997429079977412,1265072.0,18959740.0,0.06672412174428552,1078910.0,13834066.0,0.07798936335853826,204450.0,5396246.0,0.037887449904989504,2036170.0,17346407.261681,0.11738280839848558,40757.0,19445203.0,0.0020959925180518814,5524448.0,17348540.439719006,0.31843877697929723,66539.5,22201880.5,0.002997020905503928,95338.0,116102752.0,0.0008211519396198292,9025.0,150682888.0,5.989399406785991e-05,13993.0,115749367.0,0.00012089050992391172,25481.0,69590208.0,0.0003661578364588305,327828.0,64920076.0,0.005049716824114624,166016.0,1935934.0,0.08575498958125638
OK,157428.0,3668640.0,0.04291181473243491,1035262.0,6476390.0,0.15985170750989364,895504.0,4585836.0,0.19527606307770273,153378.0,1985136.0,0.07726322025291969,677718.0,5688536.684227,0.11913749310594333,11395.0,6324213.0,0.0018018052206654014,1896412.0,5688798.100048,0.33335899194313096,33429.0,7794992.5,0.00428852240717358,36312.0,38988764.0,0.0009313452460303691,3811.0,50977025.0,7.475916846854049e-05,6716.0,38434342.0,0.00017473955974060907,4514.0,22844406.0,0.0001975976087975323,119532.0,22042700.0,0.005422747667028087,59058.0,734600.0,0.08039477266539613
OR,173578.0,4208172.0,0.041247838729025335,497146.0,6679608.0,0.07442742148940477,440290.0,4974624.0,0.08850719169931236,62708.0,1793466.0,0.034964699637461766,570860.0,6133750.993957001,0.09306866231811722,13103.0,6781986.0,0.0019320299393127617,1737012.0,6127942.657768,0.283457613265702,20250.0,7962040.5,0.00254331788440413,29100.0,40306193.0,0.000721973419816652,1496.0,52305325.0,2.860129441887609e-05,4939.0,40064251.0,0.00012327698326370807,3043.0,24037341.0,0.00012659470113603663,92692.0,22894838.0,0.004048598203664948,40146.0,631100.0,0.06361273966090952
PA,631480.0,12854752.0,0.04912424603757427,1383308.0,20467416.0,0.06758586428301452,1155306.0,15211612.0,0.07594895268167502,246306.0,5534482.0,0.044503893950689516,2120158.0,19505851.185688008,0.10869343664200717,65211.0,21758669.0,0.002997012363210268,5823992.0,19504730.555402994,0.2985938197637239,80575.5,25531830.0,0.0031558842433151092,104146.0,127906554.0,0.000814235054757241,9381.0,171365531.0,5.4742630826966014e-05,15022.0,127814441.0,0.00011752975549922407,26547.0,76655837.0,0.00034631413652165847,327194.0,70843978.0,0.004618515352144681,160900.0,1964048.0,0.08192264140183947
RI,49582.0,1109316.0,0.044696010875169924,86550.0,1699308.0,0.05093249722828351,78712.0,1287648.0,0.06112850716966128,8780.0,435176.0,0.020175744985936724,155260.0,1616071.06737,0.0960725076606134,4580.0,1816429.0,0.0025214307853486154,437362.0,1619642.31814,0.27003616483809045,4843.0,2111599.0,0.00229352258643805,8016.0,10558094.0,0.0007592279439830712,338.0,12954466.0,2.6091388097355767e-05,459.0,10312751.0,4.4508007611160205e-05,1912.0,6344726.0,0.0003013526510049449,22912.0,5882330.0,0.0038950551907152436,11374.0,151770.0,0.07494234697239244
SC,197514.0,4625310.0,0.042702867483476785,969598.0,8003832.0,0.12114172311462809,880018.0,5851950.0,0.15038030058356616,99082.0,2262452.0,0.04379407828320778,926400.0,7351036.4258630015,0.1260230457763297,31984.0,8223036.0,0.003889560984531747,2381146.0,7348934.158276997,0.32401242802238883,48928.0,9774368.0,0.005005745640025012,39434.0,48977910.0,0.0008051384797758826,5372.0,67237042.0,7.989643565818972e-05,8274.0,48839652.0,0.00016941152651947644,5236.0,28936011.0,0.00018095099562963257,147466.0,27856698.0,0.005293735818940206,77132.0,802484.0,0.09611655808713943
SD,30306.0,910364.0,0.0332899807110123,146178.0,1410828.0,0.10361149622774711,126112.0,991726.0,0.12716415622863572,21950.0,438202.0,0.050091053897517585,112762.0,1245274.2553058998,0.09055194028105895,514.0,701603.0,0.0007326080418698324,387198.0,1245204.130827,0.3109514258861663,5546.0,1657440.5,0.0033461231338319537,6813.0,8526817.0,0.0007990085866742537,310.0,8203330.0,3.778953181208119e-05,769.0,6759876.0,0.00011375948316211717,304.0,3600026.0,8.444383457230587e-05,19216.0,4806081.0,0.003998268027525962,10917.0,169405.0,0.064443198252708
TN,237120.0,6397546.0,0.03706421180871541,1163854.0,10940264.0,0.10638262477029804,1060140.0,7995102.0,0.1325986835439998,113774.0,3095742.0,0.036751770657890745,1270688.0,9867469.736506,0.12877546462584252,31670.0,11003102.0,0.0028782792343468233,3260192.0,9867886.100425996,0.33038403228623175,82223.5,13185825.5,0.006235749138345566,56490.0,66025614.0,0.0008555770492342563,6315.0,84075588.0,7.511098227466455e-05,10965.0,65564975.0,0.00016723868193345607,9639.0,39270370.0,0.0002454522328157336,208390.0,37419042.0,0.005569089662958234,102914.0,1127112.0,0.09130769612957719
TX,1155600.0,27076822.0,0.042678568408065026,8889582.0,47886998.0,0.18563665235394375,7567846.0,33487268.0,0.22599174109993087,1470158.0,15118482.0,0.09724243478941867,3791098.0,38910708.30244218,0.09743071163168872,162711.0,44183801.0,0.0036825939895936068,11265024.0,38903438.39836142,0.28956371117249297,230243.5,54736665.5,0.004206385206274576,152810.0,273900428.0,0.0005579034728635036,19658.0,364888482.0,5.387399430163433e-05,30993.0,269934707.0,0.00011481665453268297,16359.0,160725155.0,0.00010178244967317033,581836.0,159189973.0,0.003654978947700431,454727.0,5457868.0,0.08331586619537153
UT,101280.0,3121700.0,0.032443860716917065,519882.0,5382996.0,0.09657855959766642,414382.0,3561434.0,0.11635257034104801,114212.0,1906438.0,0.05990858344200021,285230.0,3967254.4439229993,0.07189606919135537,5346.0,4584191.0,0.0011661817755848306,1030900.0,3980884.7240659,0.25896253507865563,13636.5,5964199.0,0.002286392523120037,19994.0,29972612.0,0.0006670756622746126,788.0,37587343.0,2.0964503928889043e-05,3608.0,29782987.0,0.00012114298676623671,3820.0,18036637.0,0.0002117911448791701,48449.0,17509930.0,0.002766944242495544,49768.0,708666.0,0.07022772363849825
VA,323246.0,8615516.0,0.037519052834444275,1384686.0,13930762.0,0.09939772138810497,1213222.0,10245840.0,0.11841117956165624,188796.0,3870610.0,0.04877680778998659,1261106.0,12562361.092134994,0.10038765728438977,40880.0,14020843.0,0.0029156592082230717,3619728.0,12549560.279799994,0.28843464785187584,34797.0,16737595.5,0.0020789724545559724,50109.0,83317016.0,0.0006014257639759927,4862.0,103523207.0,4.696531474338889e-05,9358.0,81766570.0,0.00011444775046819256,7640.0,48269915.0,0.0001582766408434736,185080.0,47556002.0,0.0038918326229357967,115271.0,1433681.0,0.08040212571694819
VT,20772.0,689524.0,0.0301251297996879,46126.0,982610.0,0.04694232706770743,42430.0,750430.0,0.05654091654118305,4088.0,245426.0,0.01665675193337299,80082.0,971655.8016129999,0.0824180742471353,1328.0,1084862.0,0.0012241188280168354,247108.0,970356.186617,0.25465700472473374,1543.0,1251302.0,0.0012331155868047841,4994.0,6254970.0,0.0007984051082579133,121.0,6227474.0,1.943002893307945e-05,682.0,6004736.0,0.00011357701654160982,701.0,3633334.0,0.00019293574441545973,14524.0,3476336.0,0.004177962084217406,5542.0,82940.0,0.06681938750904268
WA,354584.0,7449442.0,0.04759873289838353,840250.0,12196928.0,0.0688902976224833,756012.0,8986056.0,0.08413168135164081,92656.0,3372488.0,0.027474078484489788,937486.0,10755424.285828998,0.08716401836747635,24488.0,11973602.0,0.002045165690324432,2963276.0,10755252.628688999,0.27551895825260647,41785.0,14341692.0,0.0029135334938164897,46230.0,71782913.0,0.0006440251317190207,2968.0,97055638.0,3.0580397606576964e-05,7132.0,71448567.0,9.982005657300307e-05,6692.0,43461543.0,0.00015397520516011133,145914.0,41187034.0,0.0035427168657009875,78474.0,1231856.0,0.06370387447883519
WI,207340.0,6303830.0,0.032891115401271924,594594.0,9465450.0,0.06281729870212192,503918.0,6937722.0,0.07263450452468403,99226.0,2658872.0,0.03731883294870908,794930.0,8630767.520218,0.09210420720264301,11581.0,9569617.0,0.0012101842738324847,2681772.0,8632304.987691,0.3106669659869525,33972.5,11424108.0,0.0029737551500738616,44474.0,57691610.0,0.0007708919893204575,2530.0,64226832.0,3.939163619342147e-05,5845.0,56846558.0,0.00010282064922910548,6087.0,32833615.0,0.00018538927254888016,124822.0,32302330.0,0.0038641794570236886,68047.0,934297.0,0.07283230064957931
WV,81030.0,1557664.0,0.05202020461408879,188326.0,2889840.0,0.0651683138166819,171868.0,2159424.0,0.07958974244983848,18114.0,768116.0,0.023582375578688634,407810.0,2836951.867741001,0.14374935459329088,3370.0,3062987.0,0.0011002332037321739,1028886.0,2835754.8242499996,0.36282614815690906,11717.5,3492949.5,0.0033546147747054457,20936.0,18391434.0,0.0011383560411874355,1172.0,21282045.0,5.506989577364393e-05,2978.0,17926064.0,0.00016612681958515823,5090.0,10498848.0,0.00048481509590385537,67722.0,10137216.0,0.00668053240653055,26432.0,280250.0,0.09431578947368421
WY,24658.0,586690.0,0.0420290102098212,130620.0,973530.0,0.1341715201380543,109054.0,700224.0,0.15574159126222467,23374.0,286030.0,0.08171870083557668,73334.0,864443.798031,0.08483373952943804,541.0,881790.0,0.0006135247621315733,246644.0,864605.772659,0.2852675841400798,2366.0,1134289.5,0.002085887244834762,5298.0,5835468.0,0.0009078963332503923,219.0,5579347.0,3.9251905285690244e-05,996.0,5467964.0,0.00018215189419681623,494.0,3143000.0,0.00015717467387846008,13920.0,3293582.0,0.004226401528791449,9006.0,104646.0,0.0860615790378992
